EZID	GENE	GeneType	CHR	FROM	TO
100500914	MIR3610	pseudo	8	117886966	117887038
26775	SNORA72	pseudo	8	99054313	99054444
101927774	LINC00824	pseudo	8	129417514	129576924
115830329	ZNNT1	pseudo	8	102179032	102182466
107986980	LINC02055	pseudo	8	137543040	137909843
105379219	FAM85B	pseudo	8	7958283	8085024
101929897	IKBKB-DT	pseudo	8	42112837	42128478
100130274	CCDC166	coding	8	144788863	144790278
441374	FLJ42969	pseudo	8	102064281	102088478
93668	HPYR1	pseudo	8	133572744	133573725
92755	TUBBP1	pseudo	8	30209372	30211036
3513	JCHAINP1	pseudo	8	85891811	85892796
100500870	MIR3926-1	pseudo	8	12584740	12584812
100616484	MIR4470	pseudo	8	62627346	62627417
286102	TMED10P1	pseudo	8	146220250	146224282
100505718	LINC01592	pseudo	8	69824037	70016424
100847068	MIR548AO	pseudo	8	41128566	41128661
100500839	MIR3686	pseudo	8	130496302	130496387
100462850	COX6B1P4	pseudo	8	26693499	26693764
100130231	LINC00861	pseudo	8	126934766	126963440
102466748	MIR6845	pseudo	8	144919927	144919987
102465695	MIR7160	pseudo	8	2024668	2024719
102465861	MIR8055	pseudo	8	6479644	6479740
100500907	MIR3150B	pseudo	8	96085138	96085223
724067	DEFA7P	pseudo	8	6896002	6896960
100192378	ZFHX4-AS1	pseudo	8	77523113	77595509
646479	ADAM24P	pseudo	8	17327026	17329180
100616268	MIR4472-1	pseudo	8	143257699	143257778
100129512	POU5F1P2	pseudo	8	103633463	103634558
102465978	MIR6850	pseudo	8	146017315	146017375
389672	RPSAP47	pseudo	8	81471028	81472061
103689844	LINC01288	pseudo	8	34641438	34722315
102724623	LINC01414	pseudo	8	64769499	65281114
106635531	SNORA99	pseudo	8	11562870	11563066
606553	LINC02905	pseudo	8	11618764	11620732
100616221	MIR4662A	pseudo	8	125834226	125834292
111188157	LYNX1-SLURP2	coding	8	143845755	143859287
26795	SNORD54	pseudo	8	56986397	56986459
6075	RNU7-55P	pseudo	8	8929965	8930023
109616983	SNORD3F	pseudo	8	20472339	20472436
83656	FAM167A-AS1	pseudo	8	11225910	11296165
100533106	ZHX1-C8orf76	coding	8	124238430	124286525
286043	MRPS18CP2	pseudo	8	8791187	8791600
100500838	MIR3926-2	pseudo	8	12584745	12584807
442384	VENTXP5	pseudo	8	33578711	33580653
101927066	LOC101927066	pseudo	8	97964091	98458724
157381	LINC00964	pseudo	8	125954249	125963336
102466854	MIR7705	pseudo	8	101715195	101715251
442388	SDR16C6P	pseudo	8	57287276	57303268
340390	WDR97	coding	8	145162641	145173230
100302260	MIR2052	pseudo	8	75617927	75617981
724068	DEFA11P	pseudo	8	6886122	6887010
449492	DEFA9P	pseudo	8	6816810	6817682
449491	DEFA8P	pseudo	8	6808247	6809120
349198	CYCSP3	pseudo	8	33827078	33827395
137107	RPL10AP3	pseudo	8	34180477	34181192
83655	LINC00208	pseudo	8	11434043	11438849
100287015	MCPH1-DT	pseudo	8	6261076	6264068
112543493	SIRLNT	pseudo	8	40190691	40200881
106481624	RNVU1-32	pseudo	8	129011376	129011539
106144608	LINC00976	pseudo	8	129965124	129978246
728638	KRT8P3	pseudo	8	62490702	62492463
286114	LINC02153	pseudo	8	20831496	20852629
266723	PSMC6P1	pseudo	8	56962237	56963774
80327	MAPRE1P1	pseudo	8	136635826	136638274
26766	RNU105C	pseudo	8	55243245	55243454
100847051	MIR5194	pseudo	8	131020579	131020698
100506753	MAILR	pseudo	8	103876498	103990103
101929066	ASAH1-AS1	pseudo	8	17942376	17955159
282694	NASPP1	pseudo	8	61849506	61852536
100616451	MIR4471	pseudo	8	101394990	101395072
644128	RPL23AP53	pseudo	8	158343	182317
613211	DEFB134	coding	8	11850682	11858260
10823	OR7E10P	pseudo	8	12560560	12561546
8588	OR7E15P	pseudo	8	12553878	12554533
113218512	MIR10400	pseudo	8	145687867	145687921
105375847	CERNA3	pseudo	8	56987150	56987832
104326051	MAFA-AS1	pseudo	8	144499848	144501319
157530	ST13P6	pseudo	8	134419906	134421767
693	BTF3P1	pseudo	8	52633815	52635605
113218497	MIR9903	pseudo	8	99405872	99405965
100616348	MIR4659A	pseudo	8	6602684	6602764
359783	MRPS7P1	pseudo	8	36652780	36653484
22814	TDGF1P5	pseudo	8	54985652	54986552
100128961	GAPDHP62	pseudo	8	101562767	101563960
59347	TPT1P8	pseudo	8	36745887	36747047
101926892	LINC03020	pseudo	8	71383368	71397921
111082988	LINC02155	pseudo	8	62802397	62806764
113219456	MIR12123	pseudo	8	80244422	80244508
101927221	UBR5-DT	pseudo	8	103251678	103264401
100500912	MIR3674	pseudo	8	1749290	1749357
286186	LINC01299	pseudo	8	66439242	66474900
102466865	MIR7848	pseudo	8	134058725	134058825
100500871	MIR3622B	pseudo	8	27559189	27559283
100500863	MIR548AA1	pseudo	8	124360273	124360369
613204	IFITM8P	pseudo	8	64321575	64322185
392221	CHCHD2P10	pseudo	8	55103844	55104613
27196	TRAPPC2P2	pseudo	8	72360868	72361508
4875	NPM1P6	pseudo	8	62114893	62116103
109729147	LINC02235	pseudo	8	82754853	82835894
105375706	LINC02237	pseudo	8	112388867	112482845
317686	MAPK6P1	pseudo	8	54448876	54454125
286157	PCBP2P2	pseudo	8	75515111	75516794
286156	MAPK6P5	pseudo	8	110482366	110484482
286065	MAPK6P4	pseudo	8	47882950	47887019
83647	LINC00529	pseudo	8	11104772	11141539
26138	LINC00588	pseudo	8	58192101	58197289
102466162	MIR548AZ	pseudo	8	120337410	120337504
100847091	MIR5681B	pseudo	8	75460784	75460843
100847058	MIR5681A	pseudo	8	75460777	75460851
100847056	MIR5708	pseudo	8	81153623	81153707
100847001	MIR5680	pseudo	8	103137659	103137742
100506990	FAM86B2-DT	pseudo	8	12294521	12424353
401475	SRRM1P1	pseudo	8	128098506	128099754
100132812	NACAP10	pseudo	8	68481611	68482429
80094	BIN3-IT1	pseudo	8	22497883	22499721
2503	FTH1P11	pseudo	8	82433754	82434661
100133234	SBF1P1	pseudo	8	56361756	56367880
101927815	LINC03021	pseudo	8	2387218	2585990
286101	ZNF252P	pseudo	8	146198974	146228284
102723729	GPAT4-AS1	pseudo	8	41391823	41435886
100422828	MIR4287	pseudo	8	27743555	27743632
100313884	MIR548H4	pseudo	8	26906369	26906479
100302147	MIR1302-7	pseudo	8	142867602	142867673
286103	ZNF252P-AS1	pseudo	8	146228196	146231431
157376	FER1L6-AS2	pseudo	8	125058311	125183762
100422850	MIR548V	pseudo	8	17539086	17539165
646433	RPL32P19	pseudo	8	15800576	15801040
100616372	MIR4659B	pseudo	8	6602688	6602760
100616318	MIR4664	pseudo	8	144815252	144815322
100616260	MIR4663	pseudo	8	124228027	124228102
100616255	MIR4662B	pseudo	8	125834219	125834299
102466749	MIR6849	pseudo	8	145625670	145625738
102466200	MIR6844	pseudo	8	125520755	125520816
102465527	MIR6876	pseudo	8	25202917	25202989
102465511	MIR6848	pseudo	8	145540908	145540977
102465510	MIR6847	pseudo	8	145134776	145134844
102465509	MIR6846	pseudo	8	145112223	145112282
102465507	MIR6842	pseudo	8	27290886	27290950
102465506	MIR6841	pseudo	8	24811309	24811380
100507530	MCPH1-AS1	pseudo	8	6473123	6565729
728774	RPS15AP25	pseudo	8	69437717	69438173
449493	DEFA10P	pseudo	8	6825662	6826634
503838	DEFB109D	pseudo	8	12008471	12015542
360176	CYCSP23	pseudo	8	120630395	120630713
360175	CYCSP22	pseudo	8	51674745	51675423
286184	LINC01289	pseudo	8	64681987	64698057
100505532	LINC01301	pseudo	8	61314729	61326376
648630	TSSK5P	pseudo	8	145195766	145198566
157556	BAALC-AS2	pseudo	8	104145190	104153569
441362	REXO1L6P	pseudo	8	86838932	86840067
105375650	MIR3150BHG	pseudo	8	96079035	96085409
100151682	RNU7-85P	pseudo	8	80712270	80712528
100151681	RNU7-84P	pseudo	8	107742023	107742084
100151665	RNU7-67P	pseudo	8	102319595	102319654
439941	FER1L6-AS1	pseudo	8	124996377	125053022
401463	BHLHE22-AS1	pseudo	8	65486864	65494448
286189	C8orf34-AS1	pseudo	8	69215702	69243725
109623485	SNORD149	pseudo	8	144588354	144588417
109623480	SNORD173	pseudo	8	104321205	104321308
109623457	SNORD168	pseudo	8	118933094	118933151
109617016	SNORD3H	pseudo	8	98370492	98370701
109617001	SNORA1B	pseudo	8	56815281	56815413
109616996	SNORD3I	pseudo	8	8916048	8916139
109616982	SNORD77B	pseudo	8	101016809	101016878
109616980	SNORD65B	pseudo	8	41284173	41284245
109616979	SNORD38D	pseudo	8	38876134	38876203
101930744	SERPINA15P	pseudo	8	112392831	112393023
108348019	CRE3	pseudo	8	10573085	10574290
100873896	HMGB1P41	pseudo	8	81724314	81724696
100873891	HMGB1P23	pseudo	8	29076421	29076988
100419979	HMGB1P19	pseudo	8	124135349	124135923
100419978	HMGB1P46	pseudo	8	108185426	108186036
646440	CCT3P1	pseudo	8	16133185	16133785
401478	LOC401478	pseudo	8	138821916	139095787
359764	MRPS18CP3	pseudo	8	17944390	17945144
359731	MRPL57P7	pseudo	8	99918482	99918754
347704	MRPS36P3	pseudo	8	123103708	123103840
346711	MRPL49P2	pseudo	8	16232127	16232594
346708	OR7E8P	pseudo	8	12541648	12542673
286190	LACTB2-AS1	pseudo	8	71520811	71575513
137406	MRPS16P1	pseudo	8	92929572	92930347
137290	MRPL9P1	pseudo	8	77515061	77516107
100500773	SRSF3P2	pseudo	8	96959211	96960575
137133	PSAT1P1	pseudo	8	50651760	50653965
107457586	LOC107457586	pseudo	8	94300212	94305175
728938	SUB1P1	pseudo	8	11647460	11648793
653122	LSM12P1	pseudo	8	35381115	35383291
100419209	PRSS52P	pseudo	8	10332391	10356246
100128750	RBPMS-AS1	pseudo	8	30239634	30242916
642513	KCTD9P6	pseudo	8	31077330	31078681
103482523	TRUND-NNN2-1	pseudo	8	99153461	99153529
100189519	TRK-TTT17-1	pseudo	8	18120202	18120271
100189501	NMTRQ-TTG11-1	pseudo	8	32872645	32872716
100189488	TRE-CTC11-1	pseudo	8	11793379	11793450
100189471	TRF-GAA12-1	pseudo	8	124270724	124270796
100189456	NMTRL-TAA6-1	pseudo	8	47740037	47740111
100189450	TRE-CTC14-1	pseudo	8	70072339	70072413
100873513	RNA5SP259	pseudo	8	28387927	28388035
100312796	VN1R45P	pseudo	8	43071626	43071755
100271512	RPL36AP32	pseudo	8	28667619	28667930
100271467	RPL23AP55	pseudo	8	23064420	23064928
100271466	RPL23AP54	pseudo	8	5334030	5334490
100271359	RPS15AP26	pseudo	8	95700465	95700837
100271322	RPL35AP19	pseudo	8	122392332	122392769
100271261	RPS3AP35	pseudo	8	12485940	12486788
100271258	RPS3AP32	pseudo	8	74968092	74968924
100271254	RPS3AP30	pseudo	8	6980369	6981217
100271240	RPS26P36	pseudo	8	144147266	144147570
100271234	RPS20P21	pseudo	8	74894226	74894744
100271233	RPS20P20	pseudo	8	72808229	72808566
100271201	RPL31P41	pseudo	8	66067641	66068012
100271196	RPL31P40	pseudo	8	69205771	69206050
100271188	RPL21P79	pseudo	8	54445844	54446297
100271185	RPL21P78	pseudo	8	134014821	134015359
100271183	RPL21P77	pseudo	8	22247347	22247798
100271156	RPL17P31	pseudo	8	68318729	68319341
100271155	RPL17P30	pseudo	8	41958835	41959357
100271154	RPL17P29	pseudo	8	11032518	11033124
100271133	RPS4XP10	pseudo	8	95365148	95365942
100271114	RPS26P34	pseudo	8	82539481	82540033
100271089	RPS20P23	pseudo	8	101788739	101789095
100271087	RPS20P22	pseudo	8	38291865	38292368
100271077	RPS18P11	pseudo	8	71336321	71336853
100271074	RPS17P14	pseudo	8	109391387	109391773
100271059	RPS12P15	pseudo	8	103515982	103516365
100271050	RPS10P16	pseudo	8	118535455	118535964
100271049	RPLP1P9	pseudo	8	26629312	26629645
100271031	UBA52P5	pseudo	8	124249052	124249551
100271007	RPL35P6	pseudo	8	18632056	18632472
100271003	RPL34P18	pseudo	8	94969532	94969947
100271001	RPL34P17	pseudo	8	53225700	53226103
100270982	RPL30P10	pseudo	8	58305104	58305440
100270981	RPL30P9	pseudo	8	19970846	19971167
100270967	RPL26P26	pseudo	8	59025699	59026221
100270966	RPL26P25	pseudo	8	36845447	36845974
100270962	RPL23P10	pseudo	8	36438714	36439105
100270951	RPL19P14	pseudo	8	99794239	99794937
100270945	RPL18P7	pseudo	8	114388862	114389518
100270942	RPL17P32	pseudo	8	106300068	106300592
100270924	RPL12P24	pseudo	8	106749507	106749983
100270841	RPL5P24	pseudo	8	103935540	103936556
100270840	RPL5P23	pseudo	8	42199226	42200200
100133273	RPL21P80	pseudo	8	34731637	34732197
100131958	RPL15P12	pseudo	8	130876714	130877608
100131789	VN1R46P	pseudo	8	43075070	43075951
100131467	RPS6P9	pseudo	8	104780467	104781290
100131339	RPL32P4	pseudo	8	87055265	87055771
100131333	RPL18P6	pseudo	8	110911396	110915381
100130392	RPL9P20	pseudo	8	17007711	17008417
100130300	RPS27AP13	pseudo	8	54799567	54800038
100130225	RPL13P11	pseudo	8	71418453	71419097
100129377	RPL23P9	pseudo	8	105993364	105997112
100129004	RPL3P10	pseudo	8	39015000	39016237
100128963	RPL3P9	pseudo	8	80483329	80484584
648729	RPS15AP24	pseudo	8	29974855	29975324
646909	RPL17P33	pseudo	8	29489585	29490198
645809	RPL23AP56	pseudo	8	135991069	135991524
644103	RPL29P18	pseudo	8	106023294	106023909
642320	RPL36AP31	pseudo	8	87029014	87029406
619452	RPS29P2	pseudo	8	41128922	41129177
619443	RPS26P7	pseudo	8	59500904	59501346
441377	RPS26P35	pseudo	8	119774021	119774470
402342	RPL13AP18	pseudo	8	81177739	81178411
401470	RPS26P10	pseudo	8	93156246	93156686
392271	RPL32P20	pseudo	8	134338192	134338694
392262	RPSAP48	pseudo	8	111117304	111118192
392256	RPS26P6	pseudo	8	101907967	101908414
392206	RPL10AP11	pseudo	8	18240752	18241457
392193	RPL19P13	pseudo	8	11113498	11114186
389655	RPL29P19	pseudo	8	49297104	49297742
389644	RPL5P22	pseudo	8	28157126	28158143
388460	RPL6P22	pseudo	8	33716865	33717765
346950	RPL37P6	pseudo	8	57500939	57501305
340443	RPS5P5	pseudo	8	81213031	81213770
286150	RPS2P33	pseudo	8	98636391	98637329
253986	RPL10AP2	pseudo	8	48068709	48069424
93948	RPS23P1	pseudo	8	98877251	98877760
106479020	WASHC5-AS1	pseudo	8	126052925	126057230
105375726	MAL2-AS1	pseudo	8	120226862	120259096
104266958	LINC01151	pseudo	8	123682623	123706344
101929294	ADAM7-AS1	pseudo	8	24153326	24406130
101928058	KBTBD11-AS1	pseudo	8	1919344	1921510
101927459	LINC01608	pseudo	8	111949918	112039661
100505659	LINC00967	pseudo	8	67104348	67109553
100128627	CDC42P3	pseudo	8	144077244	144079079
552853	NCRNA00250	pseudo	8	135850311	135854879
441369	FLJ46284	pseudo	8	93725189	93798287
102216341	LINC01109	pseudo	8	77316353	77317324
101929415	PENK-AS1	pseudo	8	57358365	57464625
101410533	YTHDF3-DT	pseudo	8	64080283	64081000
101409254	LINC00681	pseudo	8	12651748	12675799
100507516	LINC02984	pseudo	8	54424338	54436524
100507435	DLGAP2-AS1	pseudo	8	1513674	1569829
100507117	ASAP1-IT2	pseudo	8	131094983	131097013
100132813	SYBU-AS1	pseudo	8	110656357	110662956
100128890	FAM66B	pseudo	8	7156265	7212884
100128126	STAU2-AS1	pseudo	8	74332308	74353752
379034	LINC01181	pseudo	8	104133259	104152582
286178	LINC03018	pseudo	8	58658707	58662755
102724708	ARFGEF1-DT	pseudo	8	68256068	68404102
101929402	EXTL3-AS1	pseudo	8	28555919	28558980
101927003	PKIA-AS1	pseudo	8	79446126	79470737
101241902	C4orf46P3	pseudo	8	79635081	79636608
731779	LINC01300	pseudo	8	142350647	142354719
644660	RAD21-AS1	pseudo	8	117886662	117889106
642924	CIBAR1-DT	pseudo	8	94358694	94712660
619434	LINC00051	pseudo	8	143279716	143290363
340357	LINC03019	pseudo	8	12623357	12668986
286135	LINC02209	pseudo	8	29779028	29811124
286094	LINC01591	pseudo	8	136246373	136311961
286076	LINC02878	pseudo	8	144779284	144780582
157708	SEC11B	pseudo	8	55435049	55435938
157693	FAM87A	pseudo	8	325930	333173
157489	SDAD1P1	pseudo	8	26236774	26240468
117751737	HIKESHIP3	pseudo	8	30611773	30612055
115482726	H2AZP7	pseudo	8	112633686	112634025
114515521	MIR378D2HG	pseudo	8	94927961	94928871
112935968	PTMAP15	pseudo	8	104570756	104571782
112163614	MTND5P44	pseudo	8	68495530	68497582
112163524	MTND4P39	pseudo	8	68497835	68499193
111644137	RNA5SP531	pseudo	8	49229228	49229329
111082984	PPIAP84	pseudo	8	30207381	30207862
111082970	PPIAP86	pseudo	8	66289826	66290345
107403237	MTCO3P3	pseudo	8	68499322	68499966
107403071	MTATP6P12	pseudo	8	68499970	68500636
107403066	MTCYBP30	pseudo	8	68493821	68494938
107161147	MTND2P35	pseudo	8	111947183	111947866
107133505	MTND6P30	pseudo	8	68495010	68495525
107133488	MTND4LP27	pseudo	8	68499191	68499333
107075309	MTND5P41	pseudo	8	36137008	36137213
107075284	MTCO1P47	pseudo	8	111945491	111946761
107075276	MTND2P38	pseudo	8	47738849	47739515
107075177	MTCO1P49	pseudo	8	134768087	134768888
107075128	MTCYBP20	pseudo	8	47749199	47750327
107075127	MTCYBP19	pseudo	8	36135280	36136403
107075113	RPSAP74	pseudo	8	90255552	90256029
107075104	MTND4LP26	pseudo	8	18058432	18058713
107063540	RNU6-914P	pseudo	8	99204442	99204534
106481973	RNU6-12P	pseudo	8	119988751	119988856
106481946	RNU6-1255P	pseudo	8	131081818	131081897
106481934	RNU6-1086P	pseudo	8	27537352	27537451
106481901	RNU6-533P	pseudo	8	36167101	36167207
106481871	RNU4-50P	pseudo	8	59726970	59727110
106481870	RNU4-25P	pseudo	8	129022627	129022856
106481869	RNU6ATAC41P	pseudo	8	101752033	101752154
106481835	RN7SL293P	pseudo	8	11236903	11237183
106481813	RN7SKP153	pseudo	8	120724069	120724384
106481788	MTND6P19	pseudo	8	36136477	36137000
106481772	RNU6-607P	pseudo	8	37526415	37526522
106481730	C1GALT1P3	pseudo	8	62822542	62823360
106481707	CARS1P2	pseudo	8	115803881	115804157
106481680	COX6CP8	pseudo	8	65244483	65244708
106481679	SUMO2P18	pseudo	8	98870076	98871230
106481674	HSPE1P14	pseudo	8	103463953	103464833
106481651	RNU2-54P	pseudo	8	77177777	77177966
106481635	RNU1-148P	pseudo	8	23934509	23934670
106481629	RNU1-124P	pseudo	8	42928616	42928760
106481583	RNU6-1276P	pseudo	8	27631161	27631264
106481565	RNU6-1220P	pseudo	8	79310749	79310856
106481563	RNU6-1213P	pseudo	8	81317750	81317843
106481558	RNU6-1197P	pseudo	8	74991771	74991877
106481549	RNU6-1172P	pseudo	8	97443281	97443387
106481543	RNU6-1151P	pseudo	8	9144981	9145087
106481460	RNU6-892P	pseudo	8	20087289	20087387
106481447	RNU6-842P	pseudo	8	12901858	12901963
106481416	RNU6-748P	pseudo	8	99475171	99475277
106481410	RNU6-729P	pseudo	8	10333732	10333838
106481398	RNU6-690P	pseudo	8	96611341	96611446
106481392	RNU6-665P	pseudo	8	48580332	48580438
106481391	RNU6-663P	pseudo	8	32769010	32769115
106481369	RNU6-596P	pseudo	8	58202110	58202207
106481347	RNU6-526P	pseudo	8	9228599	9228704
106481285	RNU6-336P	pseudo	8	22291903	22292009
106481281	RNU6-323P	pseudo	8	38023529	38023635
106481272	RNU6-295P	pseudo	8	49220486	49220589
106481247	RNU6-220P	pseudo	8	144432341	144432447
106481222	RNU6-144P	pseudo	8	138117594	138117699
106481194	RNU4-71P	pseudo	8	23457538	23457650
106481183	RNU4-37P	pseudo	8	113160970	113161053
106481174	RNU11-4P	pseudo	8	127683766	127683898
106481161	RNU6ATAC8P	pseudo	8	103433424	103433549
106481129	RN7SL760P	pseudo	8	74746007	74746276
106481116	RN7SL709P	pseudo	8	37766255	37766554
106481107	RN7SL675P	pseudo	8	70834985	70835281
106481052	RN7SL474P	pseudo	8	16720704	16721004
106481047	RN7SL457P	pseudo	8	33573301	33573587
106481031	RN7SL395P	pseudo	8	146010682	146010972
106481019	RN7SL350P	pseudo	8	100626010	100626308
106481009	RN7SL318P	pseudo	8	4999932	5000228
106481005	RN7SL303P	pseudo	8	22835389	22835639
106480983	RN7SL228P	pseudo	8	118030184	118030486
106480961	RN7SL149P	pseudo	8	41697576	41697856
106480958	RN7SL135P	pseudo	8	64147191	64147468
106480933	RN7SL41P	pseudo	8	81116840	81117136
106480910	RN7SKP249	pseudo	8	102150186	102150419
106480903	RN7SKP226	pseudo	8	129232749	129232997
106480875	RN7SKP135	pseudo	8	64521911	64522157
106480829	RNU7-174P	pseudo	8	81472801	81472859
106480803	HSPA8P13	pseudo	8	47460710	47462423
106480785	NDUFS5P6	pseudo	8	68761278	68761572
106480733	CYP4F44P	pseudo	8	43395115	43396069
106480684	MTCO1P4	pseudo	8	104101023	104102898
106480679	SUMO2P16	pseudo	8	30989054	30989317
106480667	RNU1-101P	pseudo	8	70990140	70990266
106480616	RNU6-869P	pseudo	8	127517007	127517112
106480544	RNU11-6P	pseudo	8	81661795	81661927
106480533	RN7SL798P	pseudo	8	56892798	56893098
106480497	RN7SL260P	pseudo	8	143328945	143329226
106480468	RN7SKP159	pseudo	8	5768527	5768757
106480463	RN7SKP97	pseudo	8	62544238	62544570
106480457	RN7SKP29	pseudo	8	70612458	70612729
106480443	PKMP4	pseudo	8	76288947	76289546
106480423	RNU6-13P	pseudo	8	57829642	57829747
106480396	RNU6-628P	pseudo	8	124275082	124275188
106480370	RN7SL19P	pseudo	8	71566812	71567117
106480342	ZYXP1	pseudo	8	138437146	138437263
106480341	SEPTIN14P8	pseudo	8	150184	150561
106480331	BUD31P1	pseudo	8	33499098	33499456
106480316	RNY3P14	pseudo	8	71269581	71269682
106480296	MTCO2P4	pseudo	8	104103490	104103736
106480239	SLC2A13P1	pseudo	8	61054379	61054700
106480228	RNU2-71P	pseudo	8	81497824	81498015
106480157	RNU1-35P	pseudo	8	136754585	136754737
106480147	RNU6-1331P	pseudo	8	54827278	54827383
106480144	RNU6-1324P	pseudo	8	67413439	67413545
106480134	RNU6-1300P	pseudo	8	74960911	74961018
106480101	RNU6-1224P	pseudo	8	103545468	103545566
106480099	RNU6-1218P	pseudo	8	29901316	29901423
106480095	RNU6-1209P	pseudo	8	96067442	96067541
106480046	RNU6-1092P	pseudo	8	101695715	101695801
106480042	RNU6-1084P	pseudo	8	11249919	11250025
106480023	RNU6-1040P	pseudo	8	85577993	85578099
106480011	RNU6-1011P	pseudo	8	104397188	104397294
106480003	RNU6-988P	pseudo	8	37979891	37979997
106479975	RNU6-925P	pseudo	8	90912948	90913051
106479962	RNU6-895P	pseudo	8	41155681	41155783
106479953	RNU6-875P	pseudo	8	124354653	124354758
106479928	RNU6-819P	pseudo	8	48043403	48043509
106479900	RNU6-756P	pseudo	8	125272886	125272992
106479876	RNU6-703P	pseudo	8	99061083	99061189
106479867	RNU6-682P	pseudo	8	8753322	8753427
106479857	RNU6-656P	pseudo	8	47742671	47742777
106479800	RNU6-528P	pseudo	8	33196384	33196483
106479796	RNU6-519P	pseudo	8	48891973	48892080
106479761	RNU6-442P	pseudo	8	126913194	126913297
106479741	RNU6-397P	pseudo	8	14345284	14345387
106479724	RNU6-356P	pseudo	8	40890410	40890516
106479693	RNU6-285P	pseudo	8	73931179	73931278
106479645	RNU6-178P	pseudo	8	28273964	28274067
106479612	RNU6-104P	pseudo	8	43158518	43158624
106479596	RNU4-83P	pseudo	8	101843955	101844087
106479556	RNU6ATAC32P	pseudo	8	55065366	55065441
106479523	RN7SL826P	pseudo	8	118176206	118176493
106479515	RN7SL806P	pseudo	8	42736378	42736659
106479473	RN7SL685P	pseudo	8	101970110	101970407
106479449	RN7SL621P	pseudo	8	33437727	33438025
106479427	RN7SL563P	pseudo	8	102409863	102410151
106479368	RN7SL396P	pseudo	8	120874904	120875099
106479343	RN7SL329P	pseudo	8	126282845	126283143
106479341	RN7SL323P	pseudo	8	56934577	56934871
106479335	RN7SL308P	pseudo	8	81688900	81689196
106479313	RN7SL250P	pseudo	8	55333027	55333284
106479296	RN7SL203P	pseudo	8	71392426	71392721
106479286	RN7SL178P	pseudo	8	8439861	8440164
106479262	RN7SL107P	pseudo	8	81525772	81526050
106479226	RN7SKP294	pseudo	8	50242768	50243034
106479198	RN7SKP231	pseudo	8	92607192	92607429
106479187	RN7SKP206	pseudo	8	130303228	130303520
106479173	RN7SKP175	pseudo	8	144624279	144624567
106479164	RN7SKP155	pseudo	8	124600998	124601285
106479132	RN7SKP85	pseudo	8	99933460	99933777
106479109	RN7SKP32	pseudo	8	47979643	47979945
106479093	RNU7-181P	pseudo	8	131016773	131016846
106479082	RNU7-153P	pseudo	8	14176963	14177024
106479064	RNU7-102P	pseudo	8	70022747	70022808
106479038	ALG1L13P	pseudo	8	8093524	8102188
106479002	RNA5SP263	pseudo	8	32114011	32114138
106478952	MTND6P20	pseudo	8	47750409	47750826
106478937	TPM3P3	pseudo	8	85074370	85074900
105379393	KAT6A-AS1	pseudo	8	41909267	41962504
105375843	XKR4-AS1	pseudo	8	56429745	56433536
105375773	LINC03024	pseudo	8	134676003	134696308
105375744	SQLE-DT	pseudo	8	126009229	126010439
104266957	KBTBD11-OT1	pseudo	8	1919562	1924609
102724035	NDUFA5P2	pseudo	8	105578290	105579232
102723322	E2F5-DT	pseudo	8	86084311	86089275
102467222	LINC03023	pseudo	8	20811143	20826448
101937451	LINC01030	pseudo	8	91605002	91618290
101929709	RIPK2-DT	pseudo	8	90729626	90769938
101929315	ADAM7-AS2	pseudo	8	24347824	24372380
101929229	PINX1-DT	pseudo	8	10697535	10704018
101927752	CLN8-AS1	pseudo	8	1710128	1712749
101927612	RNF139-DT	pseudo	8	125474733	125486803
101927487	LINC01609	pseudo	8	112111189	112248431
101927067	LINC01607	pseudo	8	80680376	80715076
101926978	LINC01111	pseudo	8	77318888	77436590
101926926	RDH10-AS1	pseudo	8	74223140	74268695
101154686	MROH4P	pseudo	8	143648620	143656822
100874456	HIGD1AP18	pseudo	8	77925791	77926323
100874436	HIGD1AP6	pseudo	8	76214530	76214808
100874286	NRG1-IT3	pseudo	8	32298261	32300240
100874193	RANP9	pseudo	8	32897040	32897310
100874052	LINC00534	pseudo	8	91233715	91400186
100874051	LZTS1-AS1	pseudo	8	20133283	20147968
100873909	DUTP2	pseudo	8	124364546	124364884
100873831	RNU5A-3P	pseudo	8	30501205	30501318
100873788	SNX18P27	pseudo	8	43368785	43369563
100873531	RNA5SP278	pseudo	8	141950660	141950761
100873530	RNA5SP277	pseudo	8	120903371	120903468
100873529	RNA5SP276	pseudo	8	117034910	117035003
100873528	RNA5SP275	pseudo	8	108896721	108896838
100873527	RNA5SP274	pseudo	8	94453504	94453611
100873526	RNA5SP273	pseudo	8	91523355	91523467
100873525	RNA5SP272	pseudo	8	89408665	89408775
100873524	RNA5SP271	pseudo	8	73269962	73270049
100873523	RNA5SP270	pseudo	8	70842139	70842256
100873522	RNA5SP269	pseudo	8	69607877	69608013
100873521	RNA5SP268	pseudo	8	68011536	68011659
100873520	RNA5SP267	pseudo	8	60368443	60368568
100873519	RNA5SP266	pseudo	8	58039213	58039320
100873518	RNA5SP265	pseudo	8	56657790	56657900
100873517	RNA5SP264	pseudo	8	36621962	36622068
100873516	RNA5SP262	pseudo	8	32049543	32049668
100873515	RNA5SP261	pseudo	8	31455614	31455719
100873514	RNA5SP260	pseudo	8	28906010	28906120
100873512	RNA5SP258	pseudo	8	25994395	25994513
100873511	RNA5SP257	pseudo	8	20147684	20147799
100873510	RNA5SP256	pseudo	8	17605626	17605738
